Date,MMWR_week,Location,Distributed,Distributed_Janssen,Distributed_Moderna,Distributed_Pfizer,Distributed_Unk_Manuf,Dist_Per_100K,Distributed_Per_100k_12Plus,Distributed_Per_100k_18Plus,Distributed_Per_100k_65Plus,Administered,Administered_12Plus,Administered_18Plus,Administered_65Plus,Administered_Janssen,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf,Administered_Fed_LTC,Administered_Fed_LTC_Residents,Administered_Fed_LTC_Staff,Administered_Fed_LTC_Unk,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose1_Residents,Administered_Fed_LTC_Dose1_Staff,Administered_Fed_LTC_Dose1_Unk,Admin_Per_100K,Admin_Per_100k_12Plus,Admin_Per_100k_18Plus,Admin_Per_100k_65Plus,Recip_Administered,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Series_Complete_Janssen,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Unk_Manuf,Series_Complete_Janssen_12Plus,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Unk_Manuf_12Plus,Series_Complete_Janssen_18Plus,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Janssen_65Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_FedLTC,Series_Complete_FedLTC_Residents,Series_Complete_FedLTC_Staff,Series_Complete_FedLTC_Unknown
03/05/2021,9,IN,"2,191,530","41,700","1,125,300","1,024,530",0,"32,553",0,"42,437","201,846","1,748,623",0,"1,748,295","1,112,640",3,"821,554","925,267","1,799","127,443","81,927","31,513","14,003","80,644","49,765","20,356","10,523","25,974",0,"33,854","102,477","1,749,328","1,079,060",16,0,0,"1,078,825",20.9,"692,448",63.8,"652,109",9.7,0,0,"652,017",12.6,"405,865",37.4,3,"283,346","368,112",648,0,0,0,0,3,"283,344","368,022",648,2,"195,555","209,830",478,"46,485","31,986","11,033","3,466"
03/05/2021,9,SC,"1,579,375","13,700","722,300","843,375",0,"30,675",0,"39,117","168,552","1,232,377",0,"1,231,374","841,540",0,"440,611","790,834",932,"98,814","52,749","29,038","17,027","63,771","32,193","18,629","12,949","23,936",0,"30,498","89,810","1,252,432","800,539",15.5,0,0,"799,826",19.8,"567,368",60.6,"425,519",8.3,0,0,"425,240",10.5,"274,091",29.3,0,"122,364","302,954",201,0,0,0,0,0,"122,356","302,683",201,0,"90,857","183,096",138,"34,401","20,104","10,253","4,044"
03/05/2021,9,OR,"1,405,845","37,300","722,900","645,645",0,"33,332",0,"41,951","183,512","1,097,974",0,"1,096,527","404,511",4,"530,638","566,487",845,"112,329","55,587","39,990","16,752","71,773","33,808","25,545","12,420","26,032",0,"32,721","52,803","1,094,240","690,687",16.4,0,0,"689,837",20.6,"292,867",38.2,"397,905",9.4,0,0,"397,327",11.9,"115,396",15.1,1,"175,298","222,479",127,0,0,0,0,1,"175,277","221,922",127,0,"42,831","72,516",49,"40,337","21,716","14,318","4,303"
03/05/2021,9,KS,"1,085,815","29,800","557,400","498,615",0,"37,271",0,"49,064","228,359","683,046",0,"682,509","333,487",23,"383,986","298,901",136,"88,832","45,399","27,499","15,934","55,059","26,291","17,831","10,937","23,446",0,"30,840","70,136","718,632","475,698",16.3,0,0,"475,329",21.5,"249,463",52.5,"237,877",8.2,0,0,"237,695",10.7,"102,326",21.5,24,"120,234","117,565",54,0,0,0,0,24,"120,230","117,387",54,20,"46,866","55,405",35,"33,540","18,964","9,615","4,961"
03/05/2021,9,WV,"680,665","21,200","353,900","305,565",0,"37,980",0,"47,513","185,462","574,473",0,"573,955","321,961",59,"291,056","283,358",0,"25,934",0,0,"25,934","17,465",0,0,"17,465","32,055",0,"40,064","87,725","565,469","345,274",19.3,0,0,"344,938",24.1,"201,103",54.8,"219,917",12.3,0,0,"219,766",15.3,"117,118",31.9,80,"105,795","114,032",10,0,0,0,0,80,"105,761","113,915",10,29,"56,249","60,834",6,"8,400",0,0,"8,400"
03/05/2021,9,FM,"34,000",0,"34,000",0,0,"32,805",0,"42,057",0,"17,098",0,"17,094","2,018",0,"17,098",0,0,106,0,106,0,57,0,57,0,"16,497",0,"21,145",0,"17,245","11,128",10.7,0,0,"11,124",13.8,"1,306",0,"6,010",5.8,0,0,"6,010",7.4,732,0,0,"5,991",19,0,0,0,0,0,0,"5,991",19,0,0,728,4,0,49,0,49,0
03/05/2021,9,RI,"371,455","11,900","194,000","165,555",0,"35,064",0,"43,452","198,590","300,529",0,"300,397","147,155",0,"165,185","135,344",0,"48,826","24,646","15,423","8,757","30,137","14,000","9,073","7,064","28,369",0,"35,140","78,673","301,707","215,497",20.3,0,0,"215,403",25.2,"121,949",65.2,"85,953",8.1,0,0,"85,913",10,"26,942",14.4,1,"46,988","38,963",1,0,0,0,0,1,"46,986","38,925",1,0,"12,003","14,939",0,"18,502","10,559","6,258","1,685"
03/05/2021,9,AZ,"2,598,435","77,900","1,266,100","1,254,435",0,"35,699",0,"46,084","198,561","2,038,623",0,"2,035,634","1,064,175",3,"910,719","1,127,462",439,"106,581","50,625","32,050","23,906","76,836","34,996","22,566","19,274","28,008",0,"36,103","81,320","1,993,946","1,325,003",18.2,0,0,"1,322,976",23.5,"717,144",54.8,"658,222",9,0,0,"657,694",11.7,"311,969",23.8,2,"248,577","409,492",151,0,0,0,0,1,"248,572","408,970",151,1,"120,820","191,045",103,"29,389","15,453","9,335","4,601"
03/05/2021,9,NM,"894,645","25,200","426,600","442,845",0,"42,667",0,"55,191","236,926","765,965",0,"763,722","306,845",21,"338,825","426,252",867,"37,298","11,167","10,655","15,476","25,257","6,767","6,849","11,641","36,530",0,"47,115","81,261","783,269","502,054",23.9,0,0,"499,943",30.8,"204,880",54.3,"272,898",13,0,0,"272,367",16.8,"106,483",28.2,19,"101,652","171,025",202,0,0,0,0,19,"101,629","170,517",202,9,"44,997","61,354",123,"11,793","4,275","3,710","3,808"
03/05/2021,9,IL,"4,334,465","123,500","2,173,800","2,037,165",0,"34,206",0,"43,987","212,138","3,204,414",0,"3,202,223","1,463,238",0,"1,573,381","1,629,853","1,180","397,620","150,004","100,785","146,831","276,575","92,249","64,197","120,129","25,288",0,"32,497","71,614","3,236,179","2,204,820",17.4,0,0,"2,203,119",22.4,"1,056,414",51.7,"984,814",7.8,0,0,"984,355",10,"409,756",20.1,6,"442,654","541,821",333,0,0,0,0,6,"442,631","541,385",333,0,"195,402","214,157",197,"119,861","57,080","36,223","26,558"
03/05/2021,9,NJ,"2,938,890","72,900","1,516,200","1,349,790",0,"33,087",0,"42,325","199,175","2,403,077",0,"2,400,522","1,037,993",793,"1,292,629","1,109,180",475,"234,405","113,859","94,791","25,755","144,922","68,433","58,139","18,350","27,055",0,"34,572","70,347","2,503,618","1,661,209",18.7,0,0,"1,659,269",23.9,"731,601",49.6,"830,400",9.3,0,0,"829,782",12,"336,448",22.8,772,"424,241","405,382",5,0,0,0,0,772,"424,218","404,787",5,291,"159,795","176,359",3,"88,276","44,780","36,147","7,349"
03/05/2021,9,NE,"709,110","20,300","349,900","338,910",0,"36,658",0,"48,625","226,946","535,213",0,"534,747","274,880",326,"267,879","265,923","1,085","56,953","25,394","21,717","9,842","37,763","16,380","14,577","6,806","27,668",0,"36,668","87,973","532,448","344,129",17.8,0,0,"343,810",23.6,"192,088",61.5,"185,345",9.6,0,0,"185,194",12.7,"80,033",25.6,313,"87,584","97,207",241,0,0,0,0,312,"87,573","97,068",241,21,"33,852","45,986",174,"19,034","8,948","7,083","3,003"
03/05/2021,9,NY,"6,849,315","159,400","3,449,600","3,240,315",0,"35,209",0,"44,403","207,798","4,864,621",0,"4,862,406","2,161,290",7,"2,489,914","2,374,171",529,"391,815","189,914","133,150","68,751","249,209","111,852","80,846","56,511","25,006",0,"31,522","65,570","4,840,094","3,155,309",16.2,0,0,"3,153,440",20.4,"1,457,381",44.2,"1,604,619",8.2,0,0,"1,604,237",10.4,"702,491",21.3,13,"816,745","787,778",83,0,0,0,0,13,"816,695","787,446",83,4,"332,007","370,439",41,"138,811","75,750","50,939","12,122"
03/05/2021,9,WI,"1,895,165","16,000","961,300","917,865",0,"32,549",0,"41,599","186,304","1,656,753",0,"1,656,037","963,098",3,"729,047","927,571",132,"156,453","71,689","48,080","36,684","113,091","48,381","33,514","31,196","28,455",0,"36,350","94,677","1,660,480","1,059,657",18.2,0,0,"1,059,148",23.2,"644,443",63.4,"583,221",10,0,0,"583,012",12.8,"302,113",29.7,1,"208,396","374,786",38,0,0,0,0,1,"208,394","374,579",38,1,"109,438","192,655",19,"42,974","23,079","14,432","5,463"
03/05/2021,9,OH,"3,972,035","121,600","2,003,200","1,847,235",0,"33,981",0,"43,596","194,106","2,918,114",0,"2,916,856","1,697,769","1,418","1,528,909","1,385,863","1,924","351,837","163,071","109,270","79,496","227,792","97,012","67,889","62,891","24,964",0,"32,014","82,967","2,906,687","1,874,115",16,0,0,"1,873,287",20.6,"1,129,291",55.2,"1,022,912",8.8,0,0,"1,022,481",11.2,"558,213",27.3,"1,403","520,385","500,562",562,0,0,0,0,"1,403","520,377","500,140",561,"1,086","223,035","333,715",377,"121,096","64,280","40,307","16,509"
03/05/2021,9,ND,"293,900","2,400","158,900","132,600",0,"38,566",0,"50,508","245,233","255,282",0,"255,034","133,267",0,"127,249","128,033",0,"6,503","2,971","2,190","1,342","3,625","1,607","1,209",809,"33,499",0,"43,828","111,199","247,086","158,378",20.8,0,0,"158,195",27.2,"84,496",70.5,"86,601",11.4,0,0,"86,548",14.9,"44,076",36.8,0,"40,928","45,673",0,0,0,0,0,0,"40,927","45,621",0,0,"20,053","24,023",0,"2,848","1,346",975,527
03/05/2021,9,DS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/05/2021,9,OK,"1,731,720","48,200","884,800","798,720",0,"43,764",0,"57,633","272,655","1,213,040",0,"1,212,206","690,127",68,"577,775","635,191",6,"63,442","30,520","15,245","17,677","43,329","19,081","11,131","13,117","30,656",0,"40,343","108,659","1,204,491","761,033",19.2,0,0,"760,351",25.3,"409,043",64.4,"435,647",11,0,0,"435,533",14.5,"274,170",43.2,65,"204,475","231,106",1,0,0,0,0,65,"204,471","230,996",1,6,"143,889","130,275",0,"19,779","11,269","3,977","4,533"
03/05/2021,9,BP2,"65,335",0,"27,700","37,635",0,0,0,0,0,"70,129",0,"70,126","3,509",0,"27,528","42,601",0,0,0,0,0,0,0,0,0,0,0,0,0,"70,129","42,853",0,0,0,"42,851",0,"2,220",0,"27,041",0,0,0,"27,040",0,"1,270",0,0,"9,588","17,453",0,0,0,0,0,0,"9,588","17,452",0,0,488,782,0,0,0,0,0
03/05/2021,9,ME,"503,580","15,900","264,600","223,080",0,"37,463",0,"45,974","176,531","382,117",0,"381,951","213,624",11,"193,411","188,669",26,"36,876","16,542","14,640","5,694","23,462","9,639","9,588","4,235","28,427",0,"34,870","74,886","388,301","257,677",19.2,0,0,"257,562",23.5,"158,475",55.6,"128,092",9.5,0,0,"128,034",11.7,"56,640",19.9,12,"61,248","66,828",4,0,0,0,0,12,"61,239","66,779",4,7,"19,230","37,402",1,"13,331","6,853","5,023","1,455"
03/05/2021,9,MS,"1,059,665","31,800","558,500","469,365",0,"35,605",0,"46,526","217,728","710,560",0,"710,413","400,215",56,"388,805","321,444",255,"50,854","24,904","11,613","14,337","32,101","14,933","7,440","9,728","23,875",0,"31,192","82,232","716,640","463,252",15.6,0,0,"463,147",20.3,"255,279",52.5,"251,977",8.5,0,0,"251,937",11.1,"149,097",30.6,61,"133,766","118,141",9,0,0,0,0,61,"133,761","118,106",9,18,"81,803","67,273",3,"18,556","9,838","4,131","4,587"
03/05/2021,9,NH,"482,575","15,800","247,400","219,375",0,"35,491",0,"43,693","190,092","358,497",0,"357,884","175,608",0,"202,781","155,689",27,"46,764","21,489","19,118","6,157","27,953","12,171","10,859","4,923","26,366",0,"32,404","69,174","371,807","261,912",19.3,0,0,"261,465",23.7,"147,446",58.1,"109,525",8.1,0,0,"109,382",9.9,"35,307",13.9,0,"61,508","48,013",4,0,0,0,0,0,"61,458","47,920",4,0,"15,142","20,163",2,"18,620","9,227","8,171","1,222"
03/05/2021,9,VA2,"3,194,405","70,100","1,782,900","1,341,405",0,0,0,0,0,"2,535,768",0,"2,535,748","1,777,627",7,"1,351,669","1,184,092",0,0,0,0,0,0,0,0,0,0,0,0,0,"2,535,768","1,628,955",0,0,0,"1,628,941",0,"1,145,868",0,"905,421",0,0,0,"905,415",0,"631,441",0,7,"426,849","478,565",0,0,0,0,0,7,"426,849","478,559",0,7,"295,523","335,911",0,0,0,0,0
03/05/2021,9,GA,"3,379,335","26,400","1,821,600","1,531,335",0,"31,828",0,"41,651","222,771","2,253,011",0,"2,252,420","1,414,922",0,"1,267,322","985,484",205,"118,653","69,172","36,941","12,540","72,540","40,655","22,366","9,519","21,220",0,"27,761","93,274","2,223,684","1,337,534",12.6,0,0,"1,337,086",16.5,"840,398",55.4,"841,985",7.9,0,0,"841,833",10.4,"521,734",34.4,0,"462,763","379,131",91,0,0,0,0,0,"462,744","378,998",91,0,"314,212","207,467",55,"45,389","28,089","14,308","2,992"
03/05/2021,9,MN,"1,952,000","58,400","973,200","920,400",0,"34,612",0,"45,014","212,086","1,562,547",0,"1,561,759","773,357",73,"700,983","861,353",138,"158,534","68,341","58,671","31,522","106,420","43,055","39,139","24,226","27,707",0,"36,014","84,026","1,573,600","1,043,647",18.5,0,0,"1,043,098",24.1,"551,662",59.9,"523,913",9.3,0,0,"523,662",12.1,"232,737",25.3,52,"189,859","333,965",37,0,0,0,0,52,"189,847","333,726",37,45,"81,518","151,162",12,"51,543","25,019","19,349","7,175"
03/05/2021,9,LTC,"13,206,005","399,800","4,164,000","8,642,205",0,0,0,0,0,"7,306,425",0,0,0,3,"1,794,041","5,506,361","6,020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/05/2021,9,CA,"13,609,110","114,100","6,884,900","6,610,110",0,"34,443",0,"44,449","233,108","10,071,476",0,"10,065,771","5,289,141",554,"4,911,776","5,159,128",18,"759,327","360,041","318,240","81,046","475,791","217,101","200,614","58,076","25,490",0,"32,876","90,597","10,054,840","6,868,469",17.4,0,0,"6,863,955",22.4,"3,713,481",63.6,"3,124,355",7.9,0,0,"3,123,237",10.2,"1,532,977",26.3,324,"1,439,201","1,684,822",8,0,0,0,0,324,"1,438,971","1,683,934",8,272,"707,141","825,559",5,"279,938","140,839","116,317","22,782"
03/05/2021,9,WA,"2,628,620","26,800","1,366,300","1,235,520",0,"34,519",0,"44,165","217,291","2,001,032",0,"1,999,915","1,073,117",3,"1,020,436","979,623",970,"148,874","64,109","45,102","39,663","99,686","41,558","30,761","27,367","26,278",0,"33,602","88,708","2,008,127","1,276,221",16.8,0,0,"1,275,434",21.4,"704,564",58.2,"711,273",9.3,0,0,"710,945",11.9,"361,338",29.9,0,"358,197","352,809",267,0,0,0,0,0,"358,181","352,497",267,0,"179,620","181,521",197,"48,452","22,142","14,107","12,203"
03/05/2021,9,AR,"1,064,920","31,200","558,700","475,020",0,"35,288",0,"45,948","203,275","723,756",0,"723,519","370,749",2,"359,836","363,825",93,"28,267","7,606","3,609","17,052","18,887","4,644","2,299","11,944","23,983",0,"31,218","70,770","726,094","464,641",15.4,0,0,"464,433",20,"252,219",48.1,"257,368",8.5,0,0,"257,327",11.1,"120,062",22.9,1,"117,660","139,689",18,0,0,0,0,1,"117,658","139,650",18,1,"65,650","54,397",14,"9,279","2,912","1,293","5,074"
03/05/2021,9,WY,"236,065","6,500","126,800","102,765",0,"40,788",0,"53,045","238,019","166,712",0,"166,648","96,490",0,"87,030","79,632",50,"6,706","1,369",650,"4,687","3,889",745,391,"2,753","28,805",0,"37,447","97,289","164,851","104,955",18.1,0,0,"104,905",23.6,"60,312",60.8,"59,185",10.2,0,0,"59,172",13.3,"35,236",35.5,0,"29,933","29,244",8,0,0,0,0,0,"29,933","29,231",8,0,"17,282","17,950",4,"2,796",620,256,"1,920"
03/05/2021,9,IA,"1,068,655","32,500","558,600","477,555",0,"33,871",0,"44,010","193,263","801,113",0,"800,527","419,738",166,"461,109","339,719",119,"135,699","60,570","44,529","30,600","89,570","36,305","29,172","24,093","25,391",0,"32,968","75,908","808,312","582,004",18.4,0,0,"581,576",24,"340,204",61.5,"219,657",7,0,0,"219,493",9,"82,075",14.8,163,"126,884","92,606",4,0,0,0,0,163,"126,881","92,445",4,14,"45,557","36,503",1,"45,277","23,802","14,997","6,478"
03/05/2021,9,CT,"1,421,045","39,400","654,100","727,545",0,"39,858",0,"50,075","225,475","1,121,517",0,"1,120,342","642,904",154,"503,680","617,669",14,"129,658","62,384","49,931","17,343","77,308","35,891","28,469","12,948","31,457",0,"39,479","102,009","1,119,134","790,039",22.2,0,0,"789,206",27.8,"482,870",76.6,"318,179",8.9,0,0,"317,918",11.2,"149,421",23.7,154,"127,339","190,681",5,0,0,0,0,154,"127,246","190,513",5,89,"32,738","116,591",3,"51,564","26,041","21,166","4,357"
03/05/2021,9,TN,"2,256,060","33,000","1,195,800","1,027,260",0,"33,036",0,"42,414","197,313","1,540,428",0,"1,540,171","885,602",10,"722,637","816,178","1,603","98,570","51,000","26,596","20,974","67,269","32,727","18,400","16,142","22,557",0,"28,955","77,454","1,521,712","990,140",14.5,0,0,"989,928",18.6,"584,667",51.1,"523,784",7.7,0,0,"523,726",9.8,"287,009",25.1,8,"217,295","306,053",428,0,0,0,0,8,"217,288","306,002",428,3,"128,487","158,233",286,"30,982","18,130","8,050","4,802"
03/05/2021,9,IH2,"1,123,090","21,900","683,500","417,690",0,"53,922",0,0,0,"620,761",0,"617,558","200,759",80,"331,225","289,456",0,0,0,0,0,0,0,0,0,"29,804",0,0,0,"620,761","416,618",20,0,0,"414,078",0,"123,488",0,"198,126",9.5,0,0,"197,497",0,"74,400",0,79,"88,790","109,257",0,0,0,0,0,79,"88,765","108,653",0,7,"38,911","35,482",0,0,0,0,0
03/05/2021,9,NC,"3,529,525","111,500","1,765,400","1,652,625",0,"33,653",0,"43,109","201,561","2,680,413",0,"2,678,717","1,736,551",22,"1,126,130","1,553,932",329,"208,038","103,972","62,609","41,457","142,770","65,778","42,079","34,913","25,557",0,"32,718","99,169","2,647,301","1,706,016",16.3,0,0,"1,704,915",20.8,"1,081,768",61.8,"936,909",8.9,0,0,"936,312",11.4,"618,948",35.3,22,"322,959","613,906",22,0,0,0,0,22,"322,885","613,383",22,3,"235,846","383,082",17,"64,110","37,473","20,130","6,507"
03/05/2021,9,PA,"4,439,935","124,500","2,308,300","2,007,135",0,"34,682",0,"43,668","185,510","3,169,691",0,"3,167,450","1,513,903",0,"1,643,496","1,526,106",89,"397,126","204,266","174,891","17,969","234,286","117,814","103,397","13,075","24,759",0,"31,153","63,254","3,173,544","2,174,827",17,0,0,"2,173,142",21.4,"1,095,810",45.8,"988,065",7.7,0,0,"987,509",9.7,"411,572",17.2,40,"479,146","508,827",52,0,0,0,0,40,"479,120","508,298",51,15,"207,872","203,659",26,"160,524","85,141","70,509","4,874"
03/04/2021,9,AK,"409,125",0,0,0,0,"55,926",0,"74,176",0,"276,891",0,"275,468",0,0,"127,107","149,730",54,"6,357","1,912","1,242","3,203","4,195","1,284",879,"2,032","37,850",0,"49,943",0,"277,222","172,414",23.6,0,0,"171,492",31.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/04/2021,9,HI,"571,340",0,0,0,0,"40,353",0,"51,195",0,"411,264",0,"411,041",0,0,"135,368","182,136","93,760","21,882","9,793","10,815","1,274","13,936","5,954","7,006",976,"29,047",0,"36,831",0,"414,028","259,210",18.3,0,0,"259,047",23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/04/2021,9,MN,"1,861,010",0,0,0,0,"32,999",0,"42,915",0,"1,512,877",0,"1,512,110",0,7,"676,041","836,691",138,"157,040","67,682","57,873","31,485","105,843","42,859","38,768","24,216","26,826",0,"34,870",0,"1,523,211","1,013,705",18,0,0,"1,013,171",23.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/04/2021,9,NJ,"2,783,610",0,0,0,0,"31,339",0,"40,089",0,"2,325,257",0,"2,322,811",0,19,"1,248,344","1,076,419",475,"232,998","112,927","94,316","25,755","144,678","68,325","58,004","18,349","26,179",0,"33,452",0,"2,423,394","1,609,464",18.1,0,0,"1,607,605",23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/04/2021,9,MO,"1,900,855",0,0,0,0,"30,972",0,"39,877",0,"1,458,439",0,"1,457,867",0,10,"559,702","898,559",168,"144,052","78,661","43,026","22,365","94,439","48,970","28,429","17,040","23,763",0,"30,583",0,"1,409,564","917,676",15,0,0,"917,265",19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/04/2021,9,VA,"2,784,575",0,0,0,0,"32,623",0,"41,719",0,"2,284,452",0,"2,282,857",0,49,"1,088,534","1,195,665",204,"198,912","101,358","73,084","24,470","120,750","59,820","44,075","16,855","26,764",0,"34,202",0,"2,301,886","1,469,462",17.2,0,0,"1,468,258",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/04/2021,9,MD,"2,110,295",0,0,0,0,"34,906",0,"44,795",0,"1,497,538",0,"1,496,982",0,69,"753,683","742,892",894,"164,887","78,890","60,014","25,983","110,252","50,004","39,278","20,970","24,770",0,"31,776",0,"1,546,328","992,264",16.4,0,0,"991,838",21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/04/2021,9,FM,"34,000",0,0,0,0,"32,805",0,"42,057",0,"16,578",0,"16,574",0,0,"16,578",0,0,56,0,56,0,56,0,56,0,"15,995",0,"20,502",0,"16,724","10,928",10.5,0,0,"10,924",13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/04/2021,9,SD,"376,770",0,0,0,0,"42,589",0,"56,440",0,"294,765",0,"294,396",0,0,"150,639","144,113",13,"12,427","7,663","2,045","2,719","8,492","5,070","1,441","1,981","33,320",0,"44,100",0,"294,734","193,978",21.9,0,0,"193,707",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/04/2021,9,RP,"14,600",0,0,0,0,"81,532",0,"104,532",0,"8,185",0,"8,185",0,0,"8,184",1,0,0,0,0,0,0,0,0,0,"45,708",0,"58,602",0,"8,272","5,145",28.7,0,0,"5,145",36.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/04/2021,9,IN,"2,132,730",0,0,0,0,"31,679",0,"41,298",0,"1,697,536",0,"1,697,211",0,1,"795,813","900,059","1,663","126,015","80,922","31,090","14,003","80,263","49,555","20,185","10,523","25,215",0,"32,865",0,"1,698,251","1,053,529",15.6,0,0,"1,053,296",20.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/04/2021,9,TN,"2,147,660",0,0,0,0,"31,448",0,"40,376",0,"1,492,576",0,"1,492,335",0,5,"698,378","792,663","1,530","97,762","50,534","26,254","20,974","66,890","32,552","18,196","16,142","21,856",0,"28,056",0,"1,474,799","965,429",14.1,0,0,"965,230",18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/04/2021,9,KS,"1,044,425",0,0,0,0,"35,850",0,"47,194",0,"661,143",0,"660,632",0,0,"372,446","288,564",133,"88,698","45,331","27,433","15,934","55,036","26,281","17,818","10,937","22,694",0,"29,851",0,"696,291","462,106",15.9,0,0,"461,758",20.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/04/2021,9,DE,"347,965",0,0,0,0,"35,734",0,"45,179",0,"246,194",0,"246,120",0,0,"119,547","126,620",27,"35,315","11,264","8,161","15,890","24,201","6,629","5,137","12,435","25,283",0,"31,956",0,"240,552","154,498",15.9,0,0,"154,443",20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/04/2021,9,MP,"43,610",0,0,0,0,"76,667",0,"98,292",0,"19,580",0,"19,575",0,0,"2,105","17,475",0,1,0,0,1,1,0,0,1,"34,422",0,"44,120",0,"19,578","11,423",20.1,0,0,"11,419",25.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/04/2021,9,CO,"1,933,440",0,0,0,0,"33,574",0,"42,973",0,"1,494,910",0,"1,494,346",0,1,"735,027","759,514",368,"125,886","53,183","40,784","31,919","81,213","32,347","25,787","23,079","25,959",0,"33,213",0,"1,494,890","972,060",16.9,0,0,"971,625",21.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/04/2021,9,FL,"7,200,465",0,0,0,0,"33,525",0,"41,747",0,"5,314,200",0,"5,310,623",0,8,"2,637,042","2,671,241","5,909","387,175","201,299","111,621","74,255","235,430","118,110","67,091","50,229","24,743",0,"30,790",0,"5,224,327","3,328,742",15.5,0,0,"3,325,571",19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/04/2021,9,PR,"1,172,550",0,0,0,0,"36,715",0,"44,737",0,"595,224",0,"595,050",0,0,"249,625","345,352",247,"70,822","9,744","9,080","51,998","52,485","7,083","6,549","38,853","18,637",0,"22,703",0,"597,437","379,079",11.9,0,0,"378,937",14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/04/2021,9,NM,"862,495",0,0,0,0,"41,133",0,"53,208",0,"743,904",0,"741,769",0,1,"329,132","413,934",837,"37,118","11,114","10,528","15,476","25,197","6,742","6,814","11,641","35,478",0,"45,760",0,"760,839","488,139",23.3,0,0,"486,139",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
